Status,Customer Age,Dependents,Tenure,Total Relationship Count,Months Inactive,Contacts Made,Credit Limit,Total Revolving Balance,Average Revolving Available,Trans Amount Change,Total Trans Amount,Total Trans Count,Trans Count Change,Avg Utilization Ratio,Attrited,Gender_male,Education_College,Education_Doctorate,Education_Graduate,Education_High School,Education_Post-Graduate,Education_Uneducated,Education_Unknown,Marital Status_Divorced,Marital Status_Married,Marital Status_Single,Marital Status_Unknown,Income Level Code,Card Level_Blue,Card Level_Gold,Card Level_Platinum,Card Level_Silver,Avg Trans Amount,Avg Months between Contacts,Contacts per Relationship,Trans Amt per Credit Limit,Trans Count per Credit Limit,Total Rev Bal to Credit Limit,Avail Rev Bal to Credit Limit,Trans Amt to Count Change,Contacts per Inactive Mo
Existing Customer,43,3,35,5,2,3,4026.0,0,4026.0,0.483,1237,32,0.6,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,38.65625,8.75,0.6,0.3072528564331843,0.007948335817188276,0.0,1.0,0.805,1.5
Existing Customer,44,3,31,4,3,1,12756.0,837,11919.0,1.932,1413,14,1.8,0.066,0,1,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,100.92857142857143,15.5,0.25,0.1107714016933208,0.0010975227343994983,0.06561618062088428,0.9343838193791157,1.0733333333333333,0.3333333333333333
Existing Customer,57,2,45,5,3,3,5266.0,0,5266.0,1.702,1516,29,1.636,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,5,1,0,0,0,52.275862068965516,11.25,0.6,0.28788454234713257,0.005507026205848841,0.0,1.0,1.0403422982885087,1.0
Existing Customer,51,2,36,3,2,2,9930.0,0,9930.0,0.731,1276,21,1.3330000000000002,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,60.76190476190476,12.0,0.6666666666666666,0.1284994964753273,0.0021148036253776435,0.0,1.0,0.5483870967741935,1.0
Existing Customer,49,4,38,4,3,0,31302.0,1953,29349.0,0.875,1564,35,2.182,0.062,0,1,0,0,0,1,0,0,0,0,0,1,0,4,1,0,0,0,44.68571428571428,38.0,0.0,0.049964858475496775,0.0011181394160117565,0.06239217941345601,0.937607820586544,0.4010082493125573,0.0
Existing Customer,45,1,36,4,4,3,6576.0,0,6576.0,0.579,1465,34,0.619,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,43.088235294117645,9.0,0.75,0.22277980535279807,0.005170316301703163,0.0,1.0,0.9353796445880451,0.75
Existing Customer,53,0,42,5,4,1,2664.0,2037,627.0,0.85,1286,29,0.9329999999999999,0.765,0,1,0,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,44.3448275862069,21.0,0.2,0.4827327327327327,0.010885885885885885,0.7646396396396397,0.23536036036036037,0.9110396570203645,0.25
Existing Customer,45,3,28,5,1,2,2535.0,2440,95.0,1.705,1312,20,1.222,0.963,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,65.6,9.333333333333334,0.4,0.5175542406311637,0.007889546351084813,0.9625246548323472,0.03747534516765286,1.395253682487725,2.0
Existing Customer,64,1,52,6,4,3,1709.0,895,814.0,1.656,1673,32,0.882,0.524,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,52.28125,13.0,0.5,0.9789350497366881,0.018724400234055003,0.5236980690462258,0.47630193095377416,1.8775510204081631,0.75
Existing Customer,45,3,35,5,4,2,3454.0,1200,2254.0,0.597,1313,30,0.304,0.34700000000000003,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,43.766666666666666,11.666666666666666,0.4,0.3801389693109438,0.008685581933989578,0.3474232773595831,0.6525767226404169,1.963815789473684,0.5
Existing Customer,53,3,35,5,3,2,3789.0,1706,2083.0,1.047,1609,42,0.68,0.45,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,38.30952380952381,11.666666666666666,0.4,0.424650303510161,0.011084718923198733,0.4502507257851676,0.5497492742148324,1.539705882352941,0.6666666666666666
Existing Customer,56,3,50,3,2,0,9689.0,2250,7439.0,0.5760000000000001,1158,19,0.727,0.23199999999999998,0,1,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,60.94736842105263,50.0,0.0,0.11951697801630715,0.001960986685932501,0.23222210754463826,0.7677778924553618,0.7922971114167814,0.0
Attrited Customer,47,2,37,2,3,3,5449.0,1628,3821.0,0.696,836,18,0.385,0.299,1,1,0,0,0,0,0,0,1,0,1,0,0,4,1,0,0,0,46.44444444444444,9.25,1.5,0.15342264635712974,0.003303358414387961,0.29877041659020004,0.7012295834098,1.8077922077922077,1.0
Existing Customer,49,3,43,4,4,0,23032.0,1960,21072.0,0.619,1289,22,1.0,0.085,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,58.59090909090909,43.0,0.0,0.05596561306009031,0.0009551927752691906,0.08509899270580062,0.9149010072941993,0.619,0.0
Existing Customer,41,3,34,5,3,3,34516.0,2053,32463.0,1.034,1487,26,0.733,0.059000000000000004,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,57.19230769230769,8.5,0.6,0.043081469463437244,0.0007532738440143702,0.05947966160621161,0.9405203383937883,1.4106412005457027,1.0
Existing Customer,53,3,34,6,2,2,2940.0,1264,1676.0,0.562,1259,33,0.5,0.43,0,1,0,0,1,0,0,0,0,0,1,0,0,5,1,0,0,0,38.15151515151515,11.333333333333334,0.3333333333333333,0.4282312925170068,0.011224489795918367,0.42993197278911566,0.5700680272108843,1.124,1.0
Existing Customer,44,2,32,3,3,3,3031.0,1879,1152.0,0.7879999999999999,1298,15,1.5,0.62,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,86.53333333333333,8.0,1.0,0.4282415044539756,0.0049488617617947876,0.6199274166941603,0.38007258330583965,0.5253333333333333,1.0
Existing Customer,44,3,25,3,3,0,1862.0,0,1862.0,0.883,1226,34,0.789,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,36.05882352941177,25.0,0.0,0.6584317937701396,0.018259935553168637,0.0,1.0,1.1191381495564006,0.0
Existing Customer,43,4,33,2,3,3,8358.0,926,7432.0,0.762,1566,37,0.542,0.111,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,42.32432432432432,8.25,1.5,0.1873653984206748,0.004426896386695382,0.1107920555156736,0.8892079444843264,1.4059040590405902,1.0
Existing Customer,53,2,36,6,1,2,34516.0,931,33585.0,0.828,1022,21,1.1,0.027000000000000003,0,1,0,0,0,0,1,0,0,0,0,1,0,5,1,0,0,0,48.666666666666664,12.0,0.3333333333333333,0.029609456483949474,0.000608413489396222,0.02697299802989918,0.9730270019701008,0.7527272727272726,2.0
Existing Customer,44,1,36,5,2,3,14450.0,2440,12010.0,1.2830000000000001,1235,30,0.667,0.16899999999999998,0,1,0,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,41.166666666666664,9.0,0.6,0.08546712802768167,0.0020761245674740486,0.16885813148788928,0.8311418685121107,1.9235382308845579,1.5
Existing Customer,62,1,56,6,0,0,1438.3,0,1438.3,0.813,1951,44,1.095,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,44.34090909090909,56.0,0.0,1.356462490440103,0.03059167072238059,0.0,1.0,0.7424657534246575,0.0
Existing Customer,54,4,36,6,3,2,33791.0,1960,31831.0,0.618,1047,31,0.8240000000000001,0.057999999999999996,0,1,0,0,0,0,0,0,1,1,0,0,0,5,1,0,0,0,33.774193548387096,12.0,0.3333333333333333,0.0309845816933503,0.0009174040424965227,0.058003610428812406,0.9419963895711876,0.7499999999999999,0.6666666666666666
Existing Customer,57,4,39,4,3,0,8466.0,1886,6580.0,0.56,1342,32,0.391,0.223,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,41.9375,39.0,0.0,0.15851641861563903,0.0037798251830852823,0.22277344672808883,0.7772265532719111,1.432225063938619,0.0
Existing Customer,42,3,36,5,3,3,15088.0,865,14223.0,0.9390000000000001,1107,21,1.625,0.057,0,1,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,52.714285714285715,9.0,0.6,0.07336956521739131,0.0013918345705196183,0.05733032873806999,0.94266967126193,0.5778461538461539,1.0
Existing Customer,42,4,36,5,1,2,3263.0,1674,1589.0,0.588,1251,35,0.34600000000000003,0.513,0,1,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,35.74285714285714,12.0,0.4,0.3833895188476862,0.010726325467361323,0.5130248237817959,0.48697517621820413,1.6994219653179188,2.0
Existing Customer,54,0,36,2,2,2,1494.0,706,788.0,1.6740000000000002,1305,24,3.0,0.473,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,54.375,12.0,1.0,0.8734939759036144,0.01606425702811245,0.4725568942436412,0.5274431057563588,0.558,1.0
Existing Customer,48,3,35,6,1,0,13551.0,1294,12257.0,0.7909999999999999,1388,37,1.056,0.095,0,1,0,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,37.513513513513516,35.0,0.0,0.10242786510220647,0.0027304257988340344,0.09549110766733082,0.9045088923326692,0.7490530303030302,0.0
Existing Customer,49,1,36,6,2,2,18886.0,895,17991.0,1.8259999999999998,1235,18,1.571,0.047,0,1,0,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,68.61111111111111,12.0,0.3333333333333333,0.06539235412474849,0.0009530869427088849,0.04738960076246956,0.9526103992375304,1.1623169955442392,1.0
Existing Customer,52,3,48,3,2,0,11976.0,1273,10703.0,1.024,2089,36,1.1179999999999999,0.106,0,1,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0,58.02777777777778,48.0,0.0,0.17443219772879093,0.003006012024048096,0.10629592518370073,0.8937040748162992,0.9159212880143114,0.0
Existing Customer,50,3,39,4,1,4,9964.0,1559,8405.0,1.8730000000000002,1626,25,0.7859999999999999,0.156,0,1,0,0,0,1,0,0,0,0,0,1,0,4,1,0,0,0,65.04,7.8,1.0,0.16318747490967483,0.002509032517061421,0.15646326776395023,0.8435367322360497,2.382951653944021,4.0
Existing Customer,49,1,36,4,6,3,24159.0,1196,22963.0,0.7120000000000001,1111,24,1.0,0.05,0,1,0,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,46.291666666666664,9.0,0.75,0.045987002773293595,0.000993418601763318,0.049505360321205345,0.9504946396787947,0.7120000000000001,0.5
Existing Customer,53,2,44,3,2,3,5362.0,1901,3461.0,0.816,1553,38,1.0,0.355,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,40.86842105263158,11.0,1.0,0.2896307348004476,0.007086907870197687,0.3545318910854159,0.6454681089145841,0.816,1.5
Existing Customer,50,2,36,3,2,2,34516.0,1023,33493.0,1.004,1064,13,0.625,0.03,0,1,0,0,1,0,0,0,0,0,0,1,0,5,1,0,0,0,81.84615384615384,12.0,0.6666666666666666,0.030826283462741917,0.0003766369220071851,0.029638428554873104,0.9703615714451269,1.6064,1.0
Existing Customer,55,1,36,4,1,0,3174.0,1951,1223.0,0.7659999999999999,1243,29,0.611,0.615,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,42.86206896551724,36.0,0.0,0.3916194076874606,0.009136735979836169,0.6146817895400126,0.3853182104599874,1.2536824877250408,0.0
Existing Customer,53,1,47,3,2,2,12262.0,1836,10426.0,1.584,1659,38,1.5330000000000001,0.15,0,1,0,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,43.6578947368421,15.666666666666666,0.6666666666666666,0.13529603653563857,0.0030990050562714074,0.14973087587669223,0.8502691241233078,1.0332681017612524,1.0
Existing Customer,47,3,41,4,3,3,3788.0,1540,2248.0,0.5660000000000001,1594,47,0.382,0.40700000000000003,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,33.91489361702128,10.25,0.75,0.4208025343189018,0.012407602956705385,0.4065469904963041,0.5934530095036958,1.4816753926701571,1.0
Existing Customer,55,2,42,2,3,2,34516.0,1527,32989.0,0.526,1268,42,0.355,0.044000000000000004,0,1,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,30.19047619047619,14.0,1.0,0.03673658593116236,0.001216826978792444,0.04424035230038243,0.9557596476996175,1.4816901408450707,0.6666666666666666
Existing Customer,47,3,36,4,2,2,2926.0,0,2926.0,0.6759999999999999,1304,24,0.846,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,54.333333333333336,12.0,0.5,0.4456596035543404,0.008202323991797676,0.0,1.0,0.7990543735224586,1.0
Existing Customer,58,4,52,6,1,0,32090.0,0,32090.0,0.5670000000000001,1368,30,0.364,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,5,1,0,0,0,45.6,52.0,0.0,0.04263010283577438,0.0009348706762231225,0.0,1.0,1.557692307692308,0.0
Attrited Customer,53,2,41,3,3,2,11669.0,2227,9442.0,0.622,720,23,0.353,0.191,1,1,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,31.304347826086957,13.666666666666666,0.6666666666666666,0.06170194532522067,0.0019710343645556604,0.19084754477675894,0.8091524552232411,1.7620396600566572,0.6666666666666666
Existing Customer,52,2,45,3,1,2,13532.0,1300,12232.0,0.846,1521,29,1.4169999999999998,0.096,0,1,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,52.44827586206897,15.0,0.6666666666666666,0.11240023647650015,0.0021430682825894177,0.09606857818504286,0.9039314218149571,0.5970359915314044,2.0
Existing Customer,50,1,36,4,2,2,11888.0,2090,9798.0,0.7,1137,30,0.765,0.17600000000000002,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,37.9,12.0,0.5,0.09564266487213997,0.0025235531628532972,0.17580753701211305,0.824192462987887,0.9150326797385621,1.0
Existing Customer,42,1,36,5,1,2,2393.0,1985,408.0,0.7879999999999999,978,16,0.778,0.83,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,61.125,12.0,0.4,0.40869201838696195,0.006686167989970748,0.8295027162557459,0.17049728374425407,1.0128534704370178,2.0
Existing Customer,43,4,39,5,1,2,6111.0,2517,3594.0,0.632,1221,16,2.2,0.41200000000000003,0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,76.3125,13.0,0.4,0.19980363279332353,0.0026182294223531335,0.4118802160039273,0.5881197839960727,0.28727272727272724,2.0
Existing Customer,57,4,46,3,2,3,19270.0,1662,17608.0,1.186,1565,28,1.545,0.086,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,55.892857142857146,11.5,1.0,0.08121432278152568,0.0014530358069538142,0.0862480539699014,0.9137519460300986,0.7676375404530744,1.5
Existing Customer,52,1,43,3,1,4,3710.0,2517,1193.0,1.541,1578,34,0.7,0.6779999999999999,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,46.411764705882355,8.6,1.3333333333333333,0.4253369272237197,0.009164420485175202,0.6784366576819407,0.3215633423180593,2.2014285714285715,4.0
Existing Customer,47,2,37,2,1,3,3235.0,797,2438.0,0.541,1493,32,1.0,0.24600000000000002,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,46.65625,9.25,1.5,0.4615146831530139,0.009891808346213293,0.2463678516228748,0.7536321483771252,0.541,3.0
Existing Customer,44,3,38,3,1,0,11749.0,788,10961.0,0.688,1178,27,0.929,0.067,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,43.629629629629626,38.0,0.0,0.10026385224274406,0.0022980679206741,0.06706953783300706,0.9329304621669929,0.7405812701829924,0.0
Existing Customer,53,2,36,5,3,2,7753.0,2100,5653.0,0.8390000000000001,991,26,0.733,0.271,0,1,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,38.11538461538461,12.0,0.4,0.12782148845608152,0.003353540564942603,0.2708628917838256,0.7291371082161744,1.144611186903138,0.6666666666666666
Existing Customer,45,4,40,5,1,0,10408.0,1186,9222.0,1.689,2560,42,1.2109999999999999,0.114,0,1,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,60.95238095238095,40.0,0.0,0.24596464258262873,0.004035357417371253,0.11395080707148347,0.8860491929285165,1.3947151114781176,0.0
Existing Customer,63,1,36,6,2,3,3967.0,1568,2399.0,1.236,1657,29,1.2309999999999999,0.395,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,57.13793103448276,9.0,0.5,0.41769599193345097,0.007310310057978321,0.3952609024451727,0.6047390975548274,1.0040617384240456,1.5
Existing Customer,39,2,27,4,2,2,6205.0,2517,3688.0,0.9390000000000001,1204,19,0.727,0.406,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,63.36842105263158,9.0,0.5,0.19403706688154715,0.0030620467365028202,0.4056406124093473,0.5943593875906527,1.2916093535075654,1.0
Attrited Customer,48,5,38,1,3,3,8025.0,0,8025.0,0.654,673,18,0.8,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,37.388888888888886,9.5,3.0,0.08386292834890965,0.0022429906542056075,0.0,1.0,0.8175,1.0
Existing Customer,51,1,42,6,2,3,9036.0,2327,6709.0,0.649,1131,18,0.636,0.258,0,1,0,0,0,0,0,0,1,0,0,1,0,5,1,0,0,0,62.833333333333336,10.5,0.5,0.1251660026560425,0.00199203187250996,0.25752545374059316,0.7424745462594068,1.020440251572327,1.5
Existing Customer,54,4,34,2,3,2,14926.0,2517,12409.0,1.996,1576,25,1.5,0.16899999999999998,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,63.04,11.333333333333334,1.0,0.10558756532225647,0.001674929652954576,0.1686319174594667,0.8313680825405333,1.3306666666666667,0.6666666666666666
Existing Customer,59,1,36,3,2,3,6335.0,1128,5207.0,0.397,1217,20,0.667,0.17800000000000002,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,60.85,9.0,1.0,0.1921073401736385,0.0031570639305445935,0.17805840568271508,0.821941594317285,0.5952023988005997,1.5
Attrited Customer,59,1,53,2,3,3,14979.0,0,14979.0,0.71,530,10,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,53.0,13.25,1.5,0.03538286935042393,0.0006676013084985647,0.0,1.0,0.71,1.0
Attrited Customer,48,4,38,3,2,3,2732.0,0,2732.0,0.76,739,16,0.455,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,46.1875,9.5,1.0,0.270497803806735,0.005856515373352855,0.0,1.0,1.6703296703296704,1.5
Existing Customer,41,2,32,6,3,2,2250.0,2117,133.0,1.162,1617,31,2.875,0.941,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,52.16129032258065,10.666666666666666,0.3333333333333333,0.7186666666666667,0.013777777777777778,0.9408888888888889,0.059111111111111114,0.4041739130434782,0.6666666666666666
Existing Customer,55,2,50,3,2,0,10916.0,1536,9380.0,1.317,1592,34,1.0,0.141,0,1,0,0,1,0,0,0,0,0,1,0,0,5,1,0,0,0,46.8235294117647,50.0,0.0,0.14584096738732136,0.00311469402711616,0.14071088310736535,0.8592891168926347,1.317,0.0
Existing Customer,47,4,36,4,1,3,5349.0,1228,4121.0,0.728,1343,30,1.308,0.23,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,44.766666666666666,9.0,0.75,0.2510749672836044,0.005608524957936063,0.22957562161151618,0.7704243783884839,0.5565749235474006,3.0
Existing Customer,41,2,24,4,1,3,9366.0,1104,8262.0,0.5720000000000001,1303,39,0.625,0.11800000000000001,0,1,0,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,33.41025641025641,6.0,0.75,0.13912022207986333,0.004163997437540038,0.11787315823190263,0.8821268417680974,0.9152000000000001,3.0
Existing Customer,40,3,28,5,1,0,21617.0,0,21617.0,1.047,1351,22,0.467,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,1,0,0,0,61.40909090909091,28.0,0.0,0.06249710875699681,0.00101771753712356,0.0,1.0,2.241970021413276,0.0
Existing Customer,68,1,56,5,2,3,13860.0,1652,12208.0,1.255,1910,32,1.909,0.11900000000000001,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,59.6875,14.0,0.6,0.1378066378066378,0.002308802308802309,0.1191919191919192,0.8808080808080808,0.6574122577265583,1.5
Existing Customer,50,1,31,2,2,3,18386.0,0,18386.0,0.868,1298,22,0.5710000000000001,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,59.0,7.75,1.5,0.07059719351680627,0.0011965626019797672,0.0,1.0,1.520140105078809,1.5
Existing Customer,47,4,41,6,2,2,2405.0,1540,865.0,0.469,1087,29,1.2309999999999999,0.64,0,1,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,37.48275862068966,13.666666666666666,0.3333333333333333,0.451975051975052,0.012058212058212059,0.6403326403326404,0.3596673596673597,0.38099106417546713,1.0
Existing Customer,53,1,47,4,2,3,2154.0,930,1224.0,2.121,1439,26,1.364,0.43200000000000005,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,55.34615384615385,11.75,0.75,0.6680594243268339,0.012070566388115135,0.43175487465181056,0.5682451253481894,1.5549853372434017,1.5
Existing Customer,42,5,36,3,3,3,2038.0,0,2038.0,0.7859999999999999,1238,28,0.75,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,44.214285714285715,9.0,1.0,0.6074582924435721,0.013738959764474975,0.0,1.0,1.0479999999999998,1.0
Existing Customer,48,4,38,6,1,3,8135.0,0,8135.0,1.3730000000000002,1716,29,0.812,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,59.172413793103445,9.5,0.5,0.21094038106945298,0.0035648432698217577,0.0,1.0,1.6908866995073892,3.0
Existing Customer,49,1,38,6,1,3,9364.0,618,8746.0,0.5539999999999999,1099,27,0.8,0.066,0,1,0,1,0,0,0,0,0,0,1,0,0,5,1,0,0,0,40.7037037037037,9.5,0.5,0.11736437419906023,0.002883383169585647,0.06599743699273815,0.9340025630072618,0.6924999999999999,3.0
Existing Customer,44,2,35,4,3,2,32643.0,0,32643.0,1.3,1058,24,2.4290000000000003,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,44.083333333333336,11.666666666666666,0.5,0.03241123671231198,0.0007352265416781545,0.0,1.0,0.5351996706463564,0.6666666666666666
Existing Customer,43,4,34,2,3,1,3195.0,1954,1241.0,0.971,1285,29,0.706,0.612,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,44.310344827586206,17.0,0.5,0.40219092331768386,0.009076682316118936,0.6115805946791862,0.38841940532081376,1.3753541076487252,0.3333333333333333
Existing Customer,56,0,43,5,2,1,2852.0,1024,1828.0,1.0090000000000001,1651,28,1.0,0.359,0,1,0,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,58.964285714285715,21.5,0.2,0.5788920056100981,0.009817671809256662,0.3590462833099579,0.6409537166900421,1.0090000000000001,0.5
Existing Customer,59,1,36,2,3,3,4224.0,1305,2919.0,0.852,1152,31,0.8240000000000001,0.309,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,37.16129032258065,9.0,1.5,0.2727272727272727,0.007339015151515152,0.30894886363636365,0.6910511363636364,1.0339805825242718,1.0
Existing Customer,46,1,36,3,2,2,20459.0,2071,18388.0,1.248,1767,38,2.167,0.10099999999999999,0,1,0,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,46.5,12.0,0.6666666666666666,0.08636785766655261,0.0018573732831516693,0.10122684393176597,0.898773156068234,0.5759113982464237,1.0
Existing Customer,47,4,41,6,5,3,3482.0,2114,1368.0,0.508,1039,24,0.263,0.607,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,43.291666666666664,10.25,0.5,0.2983917288914417,0.0068925904652498565,0.6071223434807582,0.39287765651924184,1.9315589353612166,0.6
Existing Customer,50,4,40,5,2,3,3065.0,1570,1495.0,1.077,1130,28,1.3330000000000002,0.512,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,40.357142857142854,10.0,0.6,0.36867862969004894,0.009135399673735726,0.5122349102773246,0.48776508972267535,0.8079519879969991,1.5
Existing Customer,51,3,43,3,1,2,2185.0,1761,424.0,0.682,1645,30,0.429,0.8059999999999999,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,54.833333333333336,14.333333333333334,0.6666666666666666,0.7528604118993135,0.013729977116704805,0.8059496567505721,0.1940503432494279,1.5897435897435899,2.0
Existing Customer,47,3,36,4,1,0,1611.0,746,865.0,0.993,1413,29,0.706,0.46299999999999997,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,48.724137931034484,36.0,0.0,0.8770949720670391,0.018001241464928614,0.46306641837368095,0.5369335816263191,1.406515580736544,0.0
Existing Customer,58,4,47,3,3,3,2822.0,2173,649.0,1.456,1218,23,2.286,0.77,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,52.95652173913044,11.75,1.0,0.4316087880935507,0.00815024805102764,0.7700212615166548,0.22997873848334516,0.636920384951881,1.0
Attrited Customer,46,5,33,6,3,3,32975.0,2517,30458.0,0.6579999999999999,597,17,0.7,0.076,1,1,0,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,35.11764705882353,8.25,0.5,0.01810462471569371,0.0005155420773313116,0.07633055344958302,0.9236694465504169,0.94,1.0
Existing Customer,53,3,47,5,2,2,1438.3,0,1438.3,0.7759999999999999,2184,53,0.828,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,0,41.20754716981132,15.666666666666666,0.4,1.518459292219982,0.0368490579155948,0.0,1.0,0.9371980676328502,1.0
Existing Customer,45,4,36,4,3,3,15875.0,1719,14156.0,0.86,1592,37,1.4669999999999999,0.10800000000000001,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,43.027027027027025,9.0,0.75,0.10028346456692913,0.0023307086614173227,0.10828346456692914,0.8917165354330708,0.5862304021813225,1.0
Existing Customer,52,1,45,6,3,3,6703.0,893,5810.0,0.5670000000000001,1388,28,0.75,0.133,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,49.57142857142857,11.25,0.5,0.20707146054005668,0.004177234074295092,0.13322392958376847,0.8667760704162315,0.7560000000000001,1.0
Attrited Customer,53,2,36,2,2,1,3212.0,0,3212.0,0.713,757,20,0.25,0.0,1,1,0,0,0,0,0,0,1,0,1,0,0,4,1,0,0,0,37.85,18.0,0.5,0.23567870485678705,0.0062266500622665,0.0,1.0,2.852,0.5
Existing Customer,50,2,45,3,1,3,34516.0,1260,33256.0,0.588,1504,34,0.789,0.037000000000000005,0,1,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,1,44.23529411764706,11.25,1.0,0.04357399466913895,0.0009850504114034071,0.03650480936377332,0.9634951906362267,0.7452471482889733,3.0
Existing Customer,41,3,36,4,1,2,9797.0,1434,8363.0,0.644,1503,34,0.478,0.146,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,44.205882352941174,12.0,0.5,0.15341431050321527,0.003470450137797285,0.14637133816474432,0.8536286618352557,1.3472803347280335,2.0
Existing Customer,45,5,36,5,2,2,10400.0,1777,8623.0,0.7909999999999999,1105,28,0.867,0.171,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,39.464285714285715,12.0,0.4,0.10625,0.002692307692307692,0.1708653846153846,0.8291346153846154,0.9123414071510957,1.0
